year,oshpd_id,county,hospital,performance_measure,hospital_rating,#_of_cases,#_of_adverse_events,risk_adjusted_rate
2014,106301279,orange,uc irvine medical center,cabg operative mortality,average,71.0,4.0,4.36
2014,106301279,orange,uc irvine medical center,post-operative stroke,average,130.0,1.0,0.72
2015,106301279,orange,uc irvine medical center,cabg + valve operative mortality,average,21.0,4.0,15.58
2015,106301279,orange,uc irvine medical center,cabg 30-day readmission,average,93.0,15.0,14.6
2015,106301279,orange,uc irvine medical center,cabg operative mortality,average,59.0,3.0,5.43
2015,106301279,orange,uc irvine medical center,post-operative stroke,average,120.0,1.0,0.83
2016,106301279,orange,uc irvine medical center,cabg + valve operative mortality,average,20.0,2.0,5.87
2016,106301279,orange,uc irvine medical center,cabg operative mortality,average,61.0,3.0,5.53
2016,106301279,orange,uc irvine medical center,post-operative stroke,average,121.0,2.0,1.68
2017,106301279,orange,uc irvine medical center,cabg + valve operative mortality,average,14.0,2.0,7.56
2017,106301279,orange,uc irvine medical center,cabg 30-day readmission,average,91.0,11.0,12.75
2017,106301279,orange,uc irvine medical center,cabg operative mortality,average,60.0,3.0,7.67
2017,106301279,orange,uc irvine medical center,post-operative stroke,average,121.0,3.0,2.61
2018,106301279,orange,uc irvine medical center,cabg operative mortality,average,61.0,4.0,5.6
2018,106301279,orange,uc irvine medical center,cabg+valve operative mortality,average,172.0,1.0,4.57
2018,106301279,orange,uc irvine medical center,isolated cabg 30-day readmission,average,172.0,13.0,12.33
2018,106301279,orange,uc irvine medical center,isolated cabg post-operative stroke,average,172.0,3.0,1.84
2019,106301279,orange,uc irvine medical center,cabg+valve operative mortality,average,218.0,1.0,4.91
2019,106301279,orange,uc irvine medical center,isolated cabg 30-day readmission,average,217.0,13.0,9.95
2019,106301279,orange,uc irvine medical center,isolated cabg operative mortality,average,96.0,3.0,3.43
2019,106301279,orange,uc irvine medical center,isolated cabg post-operative stroke,average,217.0,4.0,2.06
2020,106301279,orange,uc irvine medical center,isolated cabg operative mortality,average,121.0,2.0,2.3
2021,106301279,orange,uc irvine medical center,cabg+valve operative mortality,average,263.0,1.0,3.36
2021,106301279,orange,uc irvine medical center,isolated cabg 30-day readmission,average,263.0,18.0,10.66
2021,106301279,orange,uc irvine medical center,isolated cabg post-operative stroke,worse,263.0,16.0,6.11
2022,106301279,orange,uc irvine medical center,isolated cabg operative mortality,average,131.0,2.0,1.45
2011,106301379,orange,west anaheim medical center,post-operative stroke,average,41.0,0.0,0.0
2012,106301379,orange,west anaheim medical center,30-day readmission,average,13.0,2.0,15.73
2012,106301379,orange,west anaheim medical center,operative mortality,average,21.0,2.0,6.92
2013,106301379,orange,west anaheim medical center,30-day readmission,average,19.0,5.0,22.16
2013,106301379,orange,west anaheim medical center,cabg + valve operative mortality,average,1.0,1.0,92.28
2013,106301379,orange,west anaheim medical center,cabg operative mortality,average,26.0,2.0,8.38
2013,106301379,orange,west anaheim medical center,post-operative stroke,average,48.0,0.0,0.0
2014,106301379,orange,west anaheim medical center,30-day readmission,average,38.0,6.0,16.38
2014,106301379,orange,west anaheim medical center,cabg + valve operative mortality,average,3.0,1.0,49.8
2014,106301379,orange,west anaheim medical center,cabg operative mortality,average,22.0,0.0,0.0
2014,106301379,orange,west anaheim medical center,post-operative stroke,average,53.0,1.0,1.88
2015,106301379,orange,west anaheim medical center,cabg + valve operative mortality,average,3.0,0.0,0.0
2015,106301379,orange,west anaheim medical center,cabg 30-day readmission,average,39.0,6.0,15.01
2015,106301379,orange,west anaheim medical center,cabg operative mortality,average,31.0,2.0,6.01
2015,106301379,orange,west anaheim medical center,post-operative stroke,average,62.0,1.0,1.61
2016,106301379,orange,west anaheim medical center,cabg + valve operative mortality,average,2.0,0.0,0.0
2016,106301379,orange,west anaheim medical center,cabg operative mortality,average,31.0,1.0,3.17
2016,106301379,orange,west anaheim medical center,post-operative stroke,average,65.0,0.0,0.0
2017,106301379,orange,west anaheim medical center,cabg + valve operative mortality,average,1.0,0.0,0.0
2017,106301379,orange,west anaheim medical center,cabg 30-day readmission,average,53.0,11.0,21.54
2017,106301379,orange,west anaheim medical center,cabg operative mortality,worse,34.0,4.0,12.4
2017,106301379,orange,west anaheim medical center,post-operative stroke,average,66.0,0.0,0.0
2018,106301379,orange,west anaheim medical center,cabg operative mortality,average,32.0,0.0,0.0
2018,106301379,orange,west anaheim medical center,cabg+valve operative mortality,not appplicable,60.0,,
2018,106301379,orange,west anaheim medical center,isolated cabg 30-day readmission,worse,60.0,15.0,33.98
2018,106301379,orange,west anaheim medical center,isolated cabg post-operative stroke,average,60.0,0.0,0.0
2019,106301379,orange,west anaheim medical center,cabg+valve operative mortality,not appplicable,43.0,,
2019,106301379,orange,west anaheim medical center,isolated cabg 30-day readmission,average,43.0,8.0,26.75
2019,106301379,orange,west anaheim medical center,isolated cabg operative mortality,average,28.0,1.0,2.53
2019,106301379,orange,west anaheim medical center,isolated cabg post-operative stroke,average,43.0,0.0,0.0
2020,106301379,orange,west anaheim medical center,isolated cabg operative mortality,average,15.0,1.0,5.38
2021,106301379,orange,west anaheim medical center,cabg+valve operative mortality,average,54.0,0.0,0.0
2021,106301379,orange,west anaheim medical center,isolated cabg 30-day readmission,average,54.0,7.0,15.28
2021,106301379,orange,west anaheim medical center,isolated cabg post-operative stroke,average,54.0,2.0,2.75
2022,106301379,orange,west anaheim medical center,isolated cabg operative mortality,average,33.0,1.0,2.25
2014,106301188,orange,western medical center - anaheim,30-day readmission,average,37.0,2.0,4.7
2014,106301188,orange,western medical center - anaheim,cabg + valve operative mortality,average,6.0,0.0,0.0
2014,106301188,orange,western medical center - anaheim,post-operative stroke,average,45.0,1.0,1.87
2015,106301188,orange,western medical center - anaheim,cabg operative mortality,average,15.0,1.0,5.04
2011,106301566,orange,western medical center - santa ana,post-operative stroke,average,96.0,1.0,0.95
2012,106301566,orange,western medical center - santa ana,30-day readmission,average,41.0,4.0,8.88
2012,106301566,orange,western medical center - santa ana,operative mortality,average,45.0,1.0,2.2
2013,106301566,orange,western medical center - santa ana,30-day readmission,average,66.0,10.0,15.33
2013,106301566,orange,western medical center - santa ana,cabg + valve operative mortality,average,16.0,0.0,0.0
2013,106301566,orange,western medical center - santa ana,cabg operative mortality,average,75.0,1.0,1.4
2013,106301566,orange,western medical center - santa ana,post-operative stroke,average,120.0,0.0,0.0
2014,106301566,orange,western medical center - santa ana,30-day readmission,average,107.0,13.0,11.83
2014,106301566,orange,western medical center - santa ana,cabg + valve operative mortality,average,15.0,0.0,0.0
2014,106301566,orange,western medical center - santa ana,post-operative stroke,average,133.0,2.0,1.32
2015,106301566,orange,western medical center - santa ana,cabg operative mortality,average,51.0,1.0,1.3
2011,106301188,orange,western medical center hospital - anaheim,post-operative stroke,average,120.0,1.0,0.71
2012,106301188,orange,western medical center hospital - anaheim,30-day readmission,average,48.0,7.0,12.77
2012,106301188,orange,western medical center hospital - anaheim,operative mortality,average,56.0,1.0,1.89
2013,106301188,orange,western medical center hospital - anaheim,30-day readmission,average,51.0,4.0,8.08
2013,106301188,orange,western medical center hospital - anaheim,cabg + valve operative mortality,average,16.0,1.0,4.13
2013,106301188,orange,western medical center hospital - anaheim,cabg operative mortality,average,56.0,1.0,2.1
2013,106301188,orange,western medical center hospital - anaheim,post-operative stroke,average,112.0,0.0,0.0
2013,106301188,orange,western medical center  anaheim,cabg + valve operative mortality,average,9.0,0.0,0.0
2013,106301188,orange,western medical center  anaheim,post-operative stroke,average,86.0,1.0,0.95
2014,106301188,orange,western medical center  anaheim,cabg operative mortality,average,30.0,2.0,5.52
2013,106301566,orange,western medical center  santa ana,cabg + valve operative mortality,average,18.0,0.0,0.0
2013,106301566,orange,western medical center  santa ana,post-operative stroke,average,157.0,1.0,0.6
2014,106301566,orange,western medical center  santa ana,cabg operative mortality,average,82.0,1.0,0.91
2011,106331164,riverside,desert regional medical center,post-operative stroke,average,227.0,2.0,0.9
2012,106331164,riverside,desert regional medical center,30-day readmission,average,93.0,15.0,17.13
2012,106331164,riverside,desert regional medical center,operative mortality,average,98.0,4.0,3.21
2013,106331164,riverside,desert regional medical center,30-day readmission,average,95.0,13.0,14.07
2013,106331164,riverside,desert regional medical center,cabg + valve operative mortality,average,33.0,3.0,8.94
2013,106331164,riverside,desert regional medical center,cabg operative mortality,average,103.0,2.0,2.15
2013,106331164,riverside,desert regional medical center,post-operative stroke,average,215.0,0.0,0.0
2014,106331164,riverside,desert regional medical center,30-day readmission,average,206.0,16.0,8.4
2014,106331164,riverside,desert regional medical center,cabg + valve operative mortality,worse,26.0,5.0,18.06
2014,106331164,riverside,desert regional medical center,cabg operative mortality,worse,112.0,7.0,7.72
2014,106331164,riverside,desert regional medical center,post-operative stroke,average,235.0,1.0,0.42
2015,106331164,riverside,desert regional medical center,cabg + valve operative mortality,worse,24.0,4.0,19.56
2015,106331164,riverside,desert regional medical center,cabg 30-day readmission,average,217.0,21.0,10.11
2015,106331164,riverside,desert regional medical center,cabg operative mortality,worse,123.0,10.0,5.8
2015,106331164,riverside,desert regional medical center,post-operative stroke,average,246.0,1.0,0.37
2016,106331164,riverside,desert regional medical center,cabg + valve operative mortality,average,23.0,1.0,5.87
2016,106331164,riverside,desert regional medical center,cabg operative mortality,average,123.0,1.0,0.83
2016,106331164,riverside,desert regional medical center,post-operative stroke,average,235.0,1.0,0.41
2017,106331164,riverside,desert regional medical center,cabg + valve operative mortality,average,22.0,0.0,0.0
2017,106331164,riverside,desert regional medical center,cabg 30-day readmission,average,192.0,13.0,6.93
2017,106331164,riverside,desert regional medical center,cabg operative mortality,average,112.0,3.0,2.89
2017,106331164,riverside,desert regional medical center,post-operative stroke,average,213.0,2.0,1.02
2018,106331164,riverside,desert regional medical center,cabg operative mortality,average,101.0,2.0,2.61
2018,106331164,riverside,desert regional medical center,cabg+valve operative mortality,average,240.0,1.0,5.3
2018,106331164,riverside,desert regional medical center,isolated cabg 30-day readmission,average,240.0,17.0,8.86
2018,106331164,riverside,desert regional medical center,isolated cabg post-operative stroke,average,240.0,2.0,0.93
2019,106331164,riverside,desert regional medical center,cabg+valve operative mortality,average,239.0,2.0,12.23
2019,106331164,riverside,desert regional medical center,isolated cabg 30-day readmission,average,239.0,20.0,10.63
2019,106331164,riverside,desert regional medical center,isolated cabg operative mortality,average,123.0,6.0,5.11
2019,106331164,riverside,desert regional medical center,isolated cabg post-operative stroke,average,239.0,1.0,0.49
2020,106331164,riverside,desert regional medical center,isolated cabg operative mortality,average,116.0,5.0,5.25
