Year,County,OSHPDID,Surgery,# of Cases,LONGITUDE,LATITUDE,hospital
2013,San Bernardi,106361308,Stomach,5,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Bladder,2,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Brain,3,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Breast,83,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Colon,21,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Liver,1,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Lung,2,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Prostate,35,-117.2044,34.03699,Redlands Community Hospital
2015,San Bernardi,106361308,Rectum,5,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Stomach,5,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Rectum,8,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Prostate,12,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Lung,1,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Liver,3,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Colon,26,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Breast,79,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Brain,4,-117.2044,34.03699,Redlands Community Hospital
2017,San Bernardi,106361308,Bladder,1,-117.2044,34.03699,Redlands Community Hospital
2020,San Bernardi,106361308,Bladder,2,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Bladder,3,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Brain,11,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Colon,31,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Liver,1,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Lung,4,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Rectum,12,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Stomach,2,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361308,Pancreas,1,-117.2044,34.03699,Redlands Community Hospital
2021,San Bernardi,106361318,Colon,44,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Lung,13,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Brain,7,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Stomach,4,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Colon,40,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Liver,4,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Pancreas,2,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Prostate,33,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Rectum,16,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Stomach,10,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Rectum,14,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Prostate,18,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Pancreas,3,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Lung,27,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Liver,2,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Colon,46,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Breast,148,-117.63828,34.10056,San Antonio Regional Hospital
2016,San Bernardi,106361318,Brain,14,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Pancreas,3,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Liver,4,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Rectum,16,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Colon,37,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Pancreas,3,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Breast,227,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Lung,12,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Prostate,29,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Stomach,10,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Brain,11,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Prostate,20,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Breast,128,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Brain,11,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Colon,34,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Lung,13,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Pancreas,1,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Rectum,8,-117.63828,34.10056,San Antonio Regional Hospital
2014,San Bernardi,106361318,Stomach,3,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361318,Breast,209,-117.63828,34.10056,San Antonio Regional Hospital
2019,San Bernardi,106361318,Esophagus,2,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Colon,59,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Brain,10,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Breast,146,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Liver,3,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Stomach,7,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Lung,17,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Prostate,31,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Rectum,11,-117.63828,34.10056,San Antonio Regional Hospital
2018,San Bernardi,106361318,Bladder,1,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Rectum,17,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Colon,47,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Brain,8,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Breast,121,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Liver,1,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Lung,17,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Prostate,37,-117.63828,34.10056,San Antonio Regional Hospital
2013,San Bernardi,106361318,Stomach,8,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Rectum,5,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Breast,114,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Brain,9,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Colon,38,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Lung,11,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Prostate,11,-117.63828,34.10056,San Antonio Regional Hospital
2015,San Bernardi,106361318,Stomach,1,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Stomach,6,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Rectum,17,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Prostate,21,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Lung,17,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Liver,2,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Colon,55,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Breast,122,-117.63828,34.10056,San Antonio Regional Hospital
2017,San Bernardi,106361318,Brain,14,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Breast,173,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Bladder,1,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Brain,22,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Liver,6,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Lung,7,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Prostate,28,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Rectum,20,-117.63828,34.10056,San Antonio Regional Hospital
2021,San Bernardi,106361318,Stomach,7,-117.63828,34.10056,San Antonio Regional Hospital
2020,San Bernardi,106361323,Breast,15,-117.32245,34.13138,Community Hospital of San Bernardino
2020,San Bernardi,106361323,Colon,3,-117.32245,34.13138,Community Hospital of San Bernardino
2020,San Bernardi,106361323,Liver,1,-117.32245,34.13138,Community Hospital of San Bernardino
2020,San Bernardi,106361323,Rectum,4,-117.32245,34.13138,Community Hospital of San Bernardino
2016,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2016,San Bernardi,106361323,Rectum,4,-117.32245,34.13138,Community Hospital of San Bernardino
2016,San Bernardi,106361323,Colon,5,-117.32245,34.13138,Community Hospital of San Bernardino
2016,San Bernardi,106361323,Breast,23,-117.32245,34.13138,Community Hospital of San Bernardino
2019,San Bernardi,106361323,Rectum,3,-117.32245,34.13138,Community Hospital of San Bernardino
2019,San Bernardi,106361323,Liver,1,-117.32245,34.13138,Community Hospital of San Bernardino
2019,San Bernardi,106361323,Colon,9,-117.32245,34.13138,Community Hospital of San Bernardino
2019,San Bernardi,106361323,Prostate,1,-117.32245,34.13138,Community Hospital of San Bernardino
2014,San Bernardi,106361323,Breast,30,-117.32245,34.13138,Community Hospital of San Bernardino
2014,San Bernardi,106361323,Colon,7,-117.32245,34.13138,Community Hospital of San Bernardino
2014,San Bernardi,106361323,Liver,1,-117.32245,34.13138,Community Hospital of San Bernardino
2014,San Bernardi,106361323,Rectum,5,-117.32245,34.13138,Community Hospital of San Bernardino
2019,San Bernardi,106361323,Breast,18,-117.32245,34.13138,Community Hospital of San Bernardino
2021,San Bernardi,106361323,Breast,20,-117.32245,34.13138,Community Hospital of San Bernardino
2018,San Bernardi,106361323,Colon,6,-117.32245,34.13138,Community Hospital of San Bernardino
2018,San Bernardi,106361323,Liver,1,-117.32245,34.13138,Community Hospital of San Bernardino
2018,San Bernardi,106361323,Breast,24,-117.32245,34.13138,Community Hospital of San Bernardino
2018,San Bernardi,106361323,Rectum,3,-117.32245,34.13138,Community Hospital of San Bernardino
2013,San Bernardi,106361323,Breast,29,-117.32245,34.13138,Community Hospital of San Bernardino
2013,San Bernardi,106361323,Colon,6,-117.32245,34.13138,Community Hospital of San Bernardino
2013,San Bernardi,106361323,Rectum,2,-117.32245,34.13138,Community Hospital of San Bernardino
2013,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2015,San Bernardi,106361323,Breast,19,-117.32245,34.13138,Community Hospital of San Bernardino
2015,San Bernardi,106361323,Colon,8,-117.32245,34.13138,Community Hospital of San Bernardino
2015,San Bernardi,106361323,Rectum,1,-117.32245,34.13138,Community Hospital of San Bernardino
2015,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2017,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2017,San Bernardi,106361323,Rectum,3,-117.32245,34.13138,Community Hospital of San Bernardino
2017,San Bernardi,106361323,Liver,1,-117.32245,34.13138,Community Hospital of San Bernardino
2017,San Bernardi,106361323,Colon,5,-117.32245,34.13138,Community Hospital of San Bernardino
2017,San Bernardi,106361323,Breast,15,-117.32245,34.13138,Community Hospital of San Bernardino
2021,San Bernardi,106361323,Colon,5,-117.32245,34.13138,Community Hospital of San Bernardino
2021,San Bernardi,106361323,Rectum,5,-117.32245,34.13138,Community Hospital of San Bernardino
2021,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2020,San Bernardi,106361339,Bladder,9,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Brain,5,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Breast,75,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Colon,19,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Liver,1,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Lung,6,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Prostate,77,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Stomach,3,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Stomach,2,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Rectum,16,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Prostate,116,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Pancreas,3,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Lung,9,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Liver,2,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Colon,29,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Breast,73,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Brain,7,-117.27865,34.1341,St. Bernardine Medical Center
2016,San Bernardi,106361339,Bladder,4,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Stomach,4,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Brain,5,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Lung,15,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Breast,66,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Bladder,8,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Colon,27,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Pancreas,1,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Breast,61,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Prostate,116,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Colon,26,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Liver,3,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Lung,20,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Prostate,83,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Rectum,6,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Stomach,5,-117.27865,34.1341,St. Bernardine Medical Center
2019,San Bernardi,106361339,Rectum,12,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Colon,24,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Lung,8,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Stomach,2,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Breast,83,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Brain,10,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Rectum,17,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Prostate,96,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Bladder,1,-117.27865,34.1341,St. Bernardine Medical Center
2018,San Bernardi,106361339,Liver,1,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Esophagus,1,-117.27865,34.1341,St. Bernardine Medical Center
2020,San Bernardi,106361339,Rectum,9,-117.27865,34.1341,St. Bernardine Medical Center
2014,San Bernardi,106361339,Brain,5,-117.27865,34.1341,St. Bernardine Medical Center
